epoch,objective,mean_loss,variance,cvar,terminal_penalty,avg_terminal_inventory_fraction,avg_participation_used
1,0.001307299709878862,0.0012754469644278288,6.370552000589669e-05,0.017736975103616714,0.0,0.0,0.016866300255060196
2,0.001176089746877551,0.001138542196713388,7.509506394853815e-05,0.018547849729657173,0.0,0.0,0.016991302371025085
3,0.0004660055274143815,0.00042967189801856875,7.266726606758311e-05,0.018041599541902542,0.0,0.0,0.01713770255446434
4,0.002699504140764475,0.00265707029029727,8.486781007377431e-05,0.019166048616170883,0.0,0.0,0.016894999891519547
5,0.0007402400369755924,0.0007170734461396933,4.6333210775628686e-05,0.011967100203037262,0.0,0.0,0.016718607395887375
6,0.0002858861698769033,0.00025223116972483695,6.730998575221747e-05,0.01612277515232563,0.0,0.0,0.01617254689335823
7,-0.0006771493353880942,-0.0007028140826150775,5.132945079822093e-05,0.012827250175178051,0.0,0.0,0.017174132168293
8,-0.000308031914755702,-0.00033650320256128907,5.694259380106814e-05,0.013542775064706802,0.0,0.0,0.016633247956633568
9,0.002591223455965519,0.002566287759691477,4.987133070244454e-05,0.017136450856924057,0.0,0.0,0.017009872943162918
10,-0.0008683608029969037,-0.0009014905663207173,6.625953392358497e-05,0.014230124652385712,0.0,0.0,0.016347913071513176
11,0.00014695775462314487,0.00011611245281528682,6.169061089167371e-05,0.011570124886929989,0.0,0.0,0.017365362495183945
12,-0.00047668293700553477,-0.0005099546397104859,6.654338358202949e-05,0.015738900750875473,0.0,0.0,0.016844047233462334
13,0.0013062908546999097,0.0012791827321052551,5.421631794888526e-05,0.015243900008499622,0.0,0.0,0.01573529839515686
14,-0.0005009084707126021,-0.0005243203486315906,4.682377402787097e-05,0.01199444942176342,0.0,0.0,0.016454681754112244
15,0.0010922237997874618,0.0010501125361770391,8.422261453233659e-05,0.0238686241209507,0.0,0.0,0.01726355403661728
16,-0.0007419046596623957,-0.0007610998000018299,3.839027704088949e-05,0.009702750481665134,0.0,0.0,0.016465775668621063
17,-0.0018959160661324859,-0.0019232954364269972,5.475876241689548e-05,0.012473125010728836,0.0,0.0,0.01698424108326435
18,0.0007940430077724159,0.0007544234395027161,7.923909288365394e-05,0.019530750811100006,0.0,0.0,0.01688419282436371
19,-0.0008117324905470014,-0.0008413483737967908,5.9231751947663724e-05,0.014126450754702091,0.0,0.0,0.016914863139390945
20,0.0006720313103869557,0.0006475343834608793,4.899390842183493e-05,0.011985225602984428,0.0,0.0,0.016144951805472374
21,0.0004757207934744656,0.0004440579214133322,6.332572229439393e-05,0.01484724972397089,0.0,0.0,0.01643458381295204
22,-0.000919857295230031,-0.0009450672077946365,5.041979602538049e-05,0.011339849792420864,0.0,0.0,0.01736931875348091
23,-0.0012633991427719593,-0.0013032312272116542,7.966412522364408e-05,0.017774099484086037,0.0,0.0,0.016331598162651062
24,-5.970950951450504e-06,-3.608124825404957e-05,6.022059460519813e-05,0.01902259886264801,0.0,0.0,0.016883542761206627
25,-0.0022812264505773783,-0.002302254782989621,4.2056857637362555e-05,0.009522974491119385,0.0,0.0,0.01657470129430294
