epoch,objective,mean_loss,variance,cvar,terminal_penalty,avg_terminal_inventory_fraction,avg_participation_used
1,-0.0009828282054513693,-0.0010116532212123275,5.76499332964886e-05,0.013953624293208122,0.0,0.0,0.01659315824508667
2,-0.0016577939968556166,-0.0016885516233742237,6.151524576125666e-05,0.012097849510610104,0.0,0.0,0.017244193702936172
3,-0.0003507827641442418,-0.00037549686385318637,4.9428203055867925e-05,0.01382292527705431,0.0,0.0,0.016689546406269073
4,0.0008679890888743103,0.000834789068903774,6.640004721703008e-05,0.01591227576136589,0.0,0.0,0.016470391303300858
5,0.0012116527650505304,0.001174240605905652,7.482430373784155e-05,0.01709962636232376,0.0,0.0,0.017875701189041138
6,0.002023715293034911,0.0019986783154308796,5.0073929742211476e-05,0.014899775385856628,0.0,0.0,0.01712578907608986
7,-0.0028617738280445337,-0.0029045362025499344,8.552471990697086e-05,0.015464350581169128,0.0,0.0,0.017985504120588303
8,0.00022076483583077788,0.00019261715351603925,5.629535371554084e-05,0.01584785059094429,0.0,0.0,0.017635183408856392
9,0.0018965749768540263,0.0018638845067471266,6.538087473018095e-05,0.01819772459566593,0.0,0.0,0.017510954290628433
10,-0.0011266180081292987,-0.001158543978817761,6.385191954905167e-05,0.013820074498653412,0.0,0.0,0.017929434776306152
11,0.001791554968804121,0.0017644923646003008,5.412519021774642e-05,0.01651899889111519,0.0,0.0,0.018122827634215355
12,-4.803243791684508e-05,-7.247661415021867e-05,4.888834882876836e-05,0.013531949371099472,0.0,0.0,0.016965121030807495
13,-0.0016663192072883248,-0.001691110897809267,4.9583402869757265e-05,0.00895095057785511,0.0,0.0,0.017673157155513763
14,0.000699968368280679,0.0006738202646374702,5.229624002822675e-05,0.013592774979770184,0.0,0.0,0.016982272267341614
15,-0.000613677257206291,-0.0006531139952130616,7.887349056545645e-05,0.015396649949252605,0.0,0.0,0.016809731721878052
16,0.0009398661204613745,0.000899575068615377,8.05820818641223e-05,0.016068626195192337,0.0,0.0,0.01781379245221615
17,0.001392905367538333,0.0013722158037126064,4.137912401347421e-05,0.01446470059454441,0.0,0.0,0.01725722663104534
18,0.0004891226999461651,0.00044942981912754476,7.938576891319826e-05,0.021407799795269966,0.0,0.0,0.017343003302812576
19,-0.0008648513467051089,-0.0009040110162459314,7.831932452972978e-05,0.01599542424082756,0.0,0.0,0.01750984415411949
20,0.00045652914559468627,0.0004168172017671168,7.942385855130851e-05,0.018138499930500984,0.0,0.0,0.01783817633986473
21,0.0007779911975376308,0.0007514141034334898,5.315421731211245e-05,0.01780729927122593,0.0,0.0,0.016956862062215805
22,0.0004950695438310504,0.000463189062429592,6.376093369908631e-05,0.017260650172829628,0.0,0.0,0.017092157155275345
23,0.00134799734223634,0.0013219030806794763,5.218851947574876e-05,0.014373425394296646,0.0,0.0,0.017345430329442024
24,-0.0005057996022514999,-0.0005310609703883529,5.052277629147284e-05,0.015465949662029743,0.0,0.0,0.017583373934030533
25,-0.000670147011987865,-0.0007035515154711902,6.680904334643856e-05,0.014928225427865982,0.0,0.0,0.017009692266583443
