epoch,objective,mean_loss,variance,cvar,terminal_penalty,avg_terminal_inventory_fraction,avg_participation_used
1,5.0471142458263785e-05,1.815339783206582e-05,6.463548925239593e-05,0.016420291736721992,0.0,0.0,0.05009319260716438
2,0.0004931006114929914,0.0004516419430729002,8.291738777188584e-05,0.019054383039474487,0.0,0.0,0.04975803941488266
3,0.0006705877021886408,0.0006341974949464202,7.278046541614458e-05,0.018698425963521004,0.0,0.0,0.049029070883989334
4,-0.0001633380597922951,-0.00020303280325606465,7.938950147945434e-05,0.01831815391778946,0.0,0.0,0.048501551151275635
5,0.0010408093221485615,0.0010058670304715633,6.988461973378435e-05,0.018865717574954033,0.0,0.0,0.04776744917035103
6,0.0005395932821556926,0.0005015580682083964,7.607039879076183e-05,0.01873653382062912,0.0,0.0,0.04783529043197632
7,-0.0005283606005832553,-0.0005697747692465782,8.282836643047631e-05,0.017022259533405304,0.0,0.0,0.04790007323026657
8,4.293060919735581e-05,2.757809852482751e-06,8.034559868974611e-05,0.018604133278131485,0.0,0.0,0.04780661314725876
9,0.0003725710848812014,0.00033588099176995456,7.338020805036649e-05,0.017691675573587418,0.0,0.0,0.047682542353868484
10,0.0004339465231169015,0.0003961976617574692,7.549772271886468e-05,0.018401173874735832,0.0,0.0,0.04773782566189766
11,-0.00019681750563904643,-0.00023952005722094327,8.540511771570891e-05,0.020245013758540154,0.0,0.0,0.04772216081619263
12,0.0006563127972185612,0.0006212943117134273,7.00370073900558e-05,0.018656175583600998,0.0,0.0,0.04770633950829506
13,0.0009564834181219339,0.0009179450571537018,7.70766637288034e-05,0.018709538504481316,0.0,0.0,0.04774485155940056
14,0.0005880927783437073,0.0005495532532222569,7.70790793467313e-05,0.018312660977244377,0.0,0.0,0.04793912172317505
15,0.0003003606398124248,0.0002626645436976105,7.53922140575014e-05,0.017899176105856895,0.0,0.0,0.04819804057478905
16,0.0001247835753019899,9.236358164343983e-05,6.48400018690154e-05,0.01618124358355999,0.0,0.0,0.04844200611114502
17,-6.0882852267241105e-05,-0.00010089961142512038,8.003351831575856e-05,0.018180884420871735,0.0,0.0,0.04864903539419174
18,-0.00014413245662581176,-0.00017921964172273874,7.017437019385397e-05,0.01666361838579178,0.0,0.0,0.04871240258216858
19,0.0004664147272706032,0.00043053639819845557,7.175666542025283e-05,0.018096236512064934,0.0,0.0,0.04882927983999252
20,0.0007415446452796459,0.0007042289944365621,7.463135989382863e-05,0.017958303913474083,0.0,0.0,0.04898572713136673
21,0.0006623190711252391,0.0006266974960453808,7.124310650397092e-05,0.016776982694864273,0.0,0.0,0.0490192212164402
22,0.00012073639663867652,8.205765334423631e-05,7.735748658888042e-05,0.019042648375034332,0.0,0.0,0.04916856065392494
23,-6.77197240293026e-05,-0.00010698373807827011,7.852802809793502e-05,0.016775447875261307,0.0,0.0,0.04930737614631653
24,-0.00020792867871932685,-0.000242544716456905,6.923208275111392e-05,0.017260517925024033,0.0,0.0,0.049272775650024414
