epoch,objective,mean_loss,variance,cvar,terminal_penalty,avg_terminal_inventory_fraction,avg_participation_used
1,0.030222991481423378,0.020914606750011444,0.0005074875662103295,0.08119066059589386,0.0009054640540853143,0.020878605544567108,0.04985814169049263
2,0.021725047379732132,0.016087563708424568,0.0003796233795583248,0.07055220007896423,0.0005447672447189689,0.015629475936293602,0.05051857978105545
3,0.010419010184705257,0.008339016698300838,0.00021137211297173053,0.0494074821472168,0.0001974307233467698,0.007699454668909311,0.05060836672782898
4,0.007891765795648098,0.006161433644592762,0.00018366343283560127,0.044493261724710464,0.00016385001072194427,0.006292886566370726,0.05103683099150658
5,0.0048142727464437485,0.004096433985978365,0.00011253202683292329,0.03347160667181015,6.615729944314808e-05,0.003240303136408329,0.050776999443769455
6,0.002329025184735656,0.002078875433653593,7.664188888156787e-05,0.023021619766950607,2.118288648489397e-05,0.0015323276165872812,0.050645142793655396
7,0.0004205728182569146,0.00032877016928978264,6.639387720497325e-05,0.01727154664695263,5.860571491211886e-06,0.000791700033005327,0.0505378320813179
8,0.0004193638451397419,0.00037756902747787535,6.07416732236743e-05,0.01703484170138836,1.142398787123966e-06,0.0002803371171467006,0.050327450037002563
9,0.00046550200204364955,0.0004288894706405699,5.2370949561009184e-05,0.015185766853392124,1.0427064580653678e-06,0.00016864213102962822,0.049455802887678146
10,0.0006911845994181931,0.0006601950735785067,5.189575313124806e-05,0.01577695459127426,5.041665644966997e-07,0.00011867378634633496,0.04943501949310303
11,-5.990740464767441e-05,-8.893286576494575e-05,5.668396261171438e-05,0.016871150583028793,6.834820709400447e-08,3.75164563592989e-05,0.049105871468782425
12,0.0006624861271120608,0.0006386541062965989,4.70777704322245e-05,0.015632476657629013,2.9316218785879755e-08,2.313404002052266e-05,0.04883180186152458
13,0.0008261676412075758,0.0008005654090084136,5.1170660299248993e-05,0.015747729688882828,1.6885314257919504e-09,4.249312041793019e-06,0.048403751105070114
14,0.00042689606198109686,0.000402863573981449,4.801848263014108e-05,0.013931600376963615,2.3254425052243732e-09,3.7422853438329184e-06,0.04799379035830498
15,0.00039217623998411,0.0003681063826661557,4.785809142049402e-05,0.014379129745066166,1.4079867050043049e-08,7.95270170783624e-06,0.04752744734287262
16,0.00022518591140396893,0.00020388816483318806,4.259367779013701e-05,0.013578628189861774,9.083657437347625e-11,9.183237352772267e-07,0.047074005007743835
17,1.7088485037675127e-05,-7.894486770965159e-06,4.9965841753873974e-05,0.014444362372159958,5.009357512131274e-12,2.3786614633536374e-07,0.04712068662047386
18,9.437822154723108e-05,7.36209622118622e-05,4.1514478652970865e-05,0.013112355954945087,2.4318806517154012e-12,1.3169758972253476e-07,0.04598990082740784
19,0.00046859492431394756,0.0004473032313399017,4.258235276211053e-05,0.014171983115375042,5.3613374156880056e-11,4.243506737111602e-07,0.04624854773283005
20,0.0006966967484913766,0.0006724166451022029,4.855490988120437e-05,0.01480952464044094,2.6015098408826987e-10,1.0994277772624628e-06,0.04686397314071655
21,0.0005403670365922153,0.0005173304816707969,4.607278242474422e-05,0.013853562995791435,1.951974346048324e-11,2.1098951208387007e-07,0.0461612343788147
22,0.00014686565555166453,0.00012290857557673007,4.791407263837755e-05,0.01474044844508171,4.440501785718531e-12,1.7382517114583607e-07,0.04622388631105423
23,5.137244806974195e-05,2.6487354261917062e-05,4.9770173063734546e-05,0.013795977458357811,6.304682253696625e-13,4.5239026746912714e-08,0.04616707190871239
24,-0.0003032954118680209,-0.00032511059544049203,4.3630388972815126e-05,0.013120957650244236,4.706272814831319e-16,2.728017811648442e-09,0.04629760980606079
25,-0.0002173640241380781,-0.0002407976280665025,4.686721149482764e-05,0.014290284365415573,5.741615543468706e-14,1.4069504672420408e-08,0.04568292200565338
26,0.000503765419125557,0.00047926849219948053,4.8993817472364753e-05,0.014960263855755329,2.2013909843106435e-17,5.277470127573736e-10,0.04506641626358032
27,0.00035477831261232495,0.00033401898690499365,4.151867688051425e-05,0.013774203136563301,3.058982239604116e-14,1.0822534868282219e-08,0.045732710510492325
28,0.0003208338748663664,0.00030239776242524385,3.6872199416393414e-05,0.012249560095369816,1.6128661398112512e-15,2.3879489496891892e-09,0.044669024646282196
29,0.0004091413866262883,0.00038840502384118736,4.147271465626545e-05,0.014308888465166092,2.1305398546463735e-15,3.019873684451113e-09,0.044814445078372955
30,7.520884537370875e-05,5.191154923522845e-05,4.659459591493942e-05,0.014443197287619114,9.590702069458635e-16,2.555204492438179e-09,0.045775193721055984
31,0.00017985310114454478,0.0001591106120031327,4.1484971006866544e-05,0.012918829917907715,1.2426245445554891e-15,1.7162827825600857e-09,0.04477698355913162
32,0.00020187882182653993,0.00018051255028694868,4.273254671716131e-05,0.014109248295426369,2.2131898885681e-16,1.0977807551881824e-09,0.04468792304396629
33,0.00027407053858041763,0.0002530641504563391,4.201278352411464e-05,0.014174873940646648,2.6151368005423173e-17,3.87885834562951e-10,0.044740695506334305
34,0.0002622003376018256,0.00024011865025386214,4.416339288582094e-05,0.013702178373932838,1.263439214563961e-15,3.02038616339928e-09,0.04523710906505585
35,-0.00022491280105896294,-0.00024746934650465846,4.5113083615433425e-05,0.013947182334959507,1.3434624404975743e-14,5.600078623047011e-09,0.04457380995154381
36,0.00019556078768800944,0.00017431991000194103,4.248176628607325e-05,0.015044608153402805,8.167480121441619e-17,8.161736286815824e-10,0.044612202793359756
37,0.00035714689875021577,0.0003337843809276819,4.672506111091934e-05,0.01535908691585064,5.841472194093044e-16,1.5094965277739902e-09,0.045054007321596146
38,0.0006288891308940947,0.0006064805784262717,4.481707219383679e-05,0.014263907447457314,2.074603492875594e-15,3.941469373103246e-09,0.04531346634030342
39,0.00011455400817794725,9.350567415822297e-05,4.2096671677427366e-05,0.014255190268158913,1.3675054318278988e-18,1.1073104932979305e-10,0.044721391052007675
40,0.00014279042079579085,0.00012170891568530351,4.216299930703826e-05,0.014458904974162579,3.2578418163452553e-15,2.7495252741260856e-09,0.0449502170085907
41,-0.00012395573139656335,-0.00014453601033892483,4.116055788472295e-05,0.014275548979640007,6.511437710635809e-14,1.4381776658467516e-08,0.04493163526058197
42,0.0003032655222341418,0.0002841156965587288,3.8299662264762446e-05,0.01332631055265665,1.3687548881431602e-19,3.057570516218355e-11,0.044585220515728
43,0.00013979230425320566,0.00011832127347588539,4.294203608878888e-05,0.01294784713536501,7.291031927508795e-13,3.813461546542385e-08,0.04445571452379227
44,5.720135595765896e-05,3.5768942325375974e-05,4.2864827264565974e-05,0.013172250241041183,1.8632053304710003e-19,4.315040338931375e-11,0.044531986117362976
45,0.0006750303437002003,0.0006552438717335463,3.957288936362602e-05,0.01419683638960123,4.628197536374541e-19,5.471900710318778e-11,0.044172611087560654
46,0.0004841600020881742,0.00046179472701624036,4.473055014386773e-05,0.01411128044128418,2.3696499433796475e-18,1.2912844404855406e-10,0.04476442560553551
47,0.0008865304407663643,0.0008643121691420674,4.4436510506784543e-05,0.015011138282716274,4.789032466727821e-18,1.511730740588746e-10,0.04473818093538284
48,0.00019735327805392444,0.00017371306603308767,4.7280431317631155e-05,0.015203002840280533,8.818527015494138e-18,2.481128635878349e-10,0.044951651245355606
49,0.0002532342041376978,0.00023259795852936804,4.127250213059597e-05,0.012706899084150791,8.929486677223226e-18,2.515888331000582e-10,0.04500093683600426
50,0.00012682833767030388,0.00010691465286072344,3.982736961916089e-05,0.013131348416209221,1.064794447363479e-17,2.547558275445283e-10,0.04434499517083168
51,4.589001400745474e-05,2.604833571240306e-05,3.968335659010336e-05,0.012787126936018467,4.342532262793002e-19,5.560376464819328e-11,0.044544246047735214
52,0.0005287801031954587,0.0005088538746349514,3.985242437920533e-05,0.01483998540788889,1.839266664607097e-16,7.114860922641242e-10,0.044182371348142624
53,2.318785664101597e-05,3.2229727366939187e-06,3.99297678086441e-05,0.012462230399250984,6.738906447210283e-18,1.7425451359631694e-10,0.044317252933979034
54,0.0004178494564257562,0.00039684324292466044,4.201239789836109e-05,0.013467301614582539,5.61770726525214e-16,1.1615107764484378e-09,0.044754475355148315
55,-4.110623922315426e-05,-6.480123556684703e-05,4.738999268738553e-05,0.014770030975341797,8.96699042581092e-19,9.358250285806946e-11,0.044857438653707504
56,0.00042421172838658094,0.0004055982280988246,3.722702240338549e-05,0.014144288375973701,2.635286258519619e-17,2.6923743789986077e-10,0.0440283939242363
57,-3.053337422898039e-05,-5.2472358220256865e-05,4.387797162053175e-05,0.015287763439118862,3.6487172400752506e-16,1.1042191605525886e-09,0.04480276256799698
58,0.0005662096664309502,0.000543022237252444,4.6374705561902374e-05,0.015486320480704308,3.0288438857689615e-12,7.719686578866458e-08,0.04487733915448189
59,0.00024068608763627708,0.00021860624838154763,4.41596785094589e-05,0.013732299208641052,3.4109040580458964e-15,2.8683369013293714e-09,0.04474402964115143
60,-0.00013685347221326083,-0.00016051551210694015,4.7324076149379835e-05,0.013700833544135094,3.402237700003068e-18,1.1499250857083254e-10,0.0453316867351532
61,0.00041647235048003495,0.0003946602810174227,4.3624124373309314e-05,0.013498061336576939,4.9161239701990406e-17,4.1155753804922313e-10,0.043722301721572876
62,0.0003013246168848127,0.0002803780371323228,4.18931849708315e-05,0.014648234471678734,2.4901005720595926e-19,3.993825062331702e-11,0.04460735246539116
63,0.0003117091837339103,0.00028977773035876453,4.386288492241874e-05,0.013532296754419804,3.6871784651112266e-15,3.912833612673694e-09,0.0452282652258873
64,8.695857832208276e-05,6.652981392107904e-05,4.085752152604982e-05,0.013415474444627762,1.6091367794759437e-18,1.1455114634628671e-10,0.04398924112319946
65,-0.00015252862067427486,-0.00017399500939063728,4.293278107070364e-05,0.01278160884976387,1.4513838413669757e-17,3.7003022868020707e-10,0.04483559727668762
66,0.00031743242288939655,0.0002956814714707434,4.3501884647412226e-05,0.013446786440908909,9.500892224852445e-16,1.4574644824350003e-09,0.04510124400258064
67,0.00047062174417078495,0.00045235161087475717,3.654027386801317e-05,0.013332366943359375,1.0418447348585015e-18,7.176991639878949e-11,0.04447077587246895
68,-0.00023666827473789454,-0.000258011365076527,4.268618795322254e-05,0.012195466086268425,7.913052732259006e-16,2.013588629168339e-09,0.044453807175159454
69,0.0007543152314610779,0.0007327963830903172,4.303771129343659e-05,0.014091148041188717,9.75065616826483e-18,2.844869340101752e-10,0.04471214488148689
70,0.0008013677434064448,0.0007813692791387439,3.999690306955017e-05,0.01307906024158001,2.150654496591693e-18,1.1127648108510968e-10,0.04483173042535782
71,0.0005095679080113769,0.0004902739892713726,3.85878884117119e-05,0.013657010160386562,2.469765101842043e-17,3.1074437467637495e-10,0.0447080060839653
72,0.0004555898776743561,0.0004352347459644079,4.071026705787517e-05,0.013021575286984444,2.1185182071935688e-16,8.748706203931533e-10,0.04500177502632141
73,0.0005133713129907846,0.0004938064957968891,3.9129623473854735e-05,0.013163883239030838,2.625148597629965e-16,1.0105142278504786e-09,0.044296909123659134
74,-0.00017428756109438837,-0.00019403762416914105,3.950012614950538e-05,0.012903372757136822,2.2562826897596624e-17,2.7932403612318524e-10,0.04459365829825401
75,0.0001896652829600498,0.0001679672277532518,4.3396121327532455e-05,0.012967674992978573,1.0841390586047666e-17,3.7481753811796636e-10,0.04514637216925621
76,0.00034035975113511086,0.0003218680794816464,3.6983314203098416e-05,0.012629568576812744,4.0660820707485174e-17,5.146407744405224e-10,0.04470185190439224
77,0.00020618716371245682,0.00018573121633380651,4.0911905671237037e-05,0.013149425387382507,2.246459175523044e-19,3.377284216177223e-11,0.044907886534929276
78,-2.940963167930022e-05,-4.922861262457445e-05,3.963795825256966e-05,0.013056190684437752,1.1210859172418319e-13,1.6297780902618797e-08,0.0448506735265255
79,-0.0003157100290991366,-0.00033868057653307915,4.594111305777915e-05,0.01409442164003849,4.532328966343549e-14,9.571820669407316e-09,0.04501648619771004
80,0.0004485997778829187,0.0004269947239663452,4.3210111471125856e-05,0.013711019419133663,5.920719273149177e-17,5.500941924196923e-10,0.04487166181206703
81,0.000758300768211484,0.0007382907206192613,4.00200551666785e-05,0.014163417741656303,2.0880619464349584e-17,3.6521410895495876e-10,0.04467529058456421
82,0.00021625557565130293,0.000194884545635432,4.2742063669720665e-05,0.014850984327495098,1.9519965259342732e-17,3.3484620631796247e-10,0.04453330114483833
83,0.00033224187791347504,0.00031283238786272705,3.881899465341121e-05,0.013072600588202477,2.850134048008304e-16,1.0278450313094822e-09,0.0444570854306221
84,6.81689998600632e-05,4.8452224291395396e-05,3.94335511373356e-05,0.012728883884847164,1.7933371633100696e-17,2.7210569908397986e-10,0.045236874371767044
85,0.00013303192099556327,0.00011124870070489123,4.356644785730168e-05,0.013311156071722507,1.9249063608731616e-18,9.666653588702445e-11,0.044891681522130966
